batter,bowler,total_runs_against_bowler,balls_faced,strike_rate,total_dismissals,bowled,caught,caught and bowled,lbw,stumped,performance,bowling_type
LS Livingstone,Ravi Bishnoi,23,13,176.9230769,1,0,0,0,1,0,Very Good,Right Leg Spin
M Shahrukh Khan,KV Sharma,23,15,153.3333333,0,0,0,0,0,0,Good,Right Leg Spin
MK Lomror,Yash Thakur,23,9,255.5555556,1,0,1,0,0,0,Excellent,Right Fast
N Jagadeesan,R Sai Kishore,23,12,191.6666667,0,0,0,0,0,0,Very Good,Left Off Spin
N Pooran,A Nortje,23,11,209.0909091,0,0,0,0,0,0,Excellent,Right Fast
N Pooran,Mukesh Choudhary,23,7,328.5714286,0,0,0,0,0,0,Excellent,Left Fast
N Rana,SM Curran,23,17,135.2941176,0,0,0,0,0,0,Average,Left Mid Fast
N Rana,Vijaykumar Vyshak,23,9,255.5555556,0,0,0,0,0,0,Excellent,Right Mid Fast
Nithish Kumar Reddy,RD Chahar,23,13,176.9230769,0,0,0,0,0,0,Very Good,Right Leg Spin
OF Smith,Mohammed Siraj,23,6,383.3333333,0,0,0,0,0,0,No Average,Right Fast
P Simran Singh,PVD Chameera,23,10,230,0,0,0,0,0,0,Excellent,Right Fast
PBB Rajapaksa,PWH de Silva,23,14,164.2857143,1,0,1,0,0,0,Good,Right Leg Spin
PBB Rajapaksa,SP Narine,23,11,209.0909091,0,0,0,0,0,0,Excellent,Right Off Spin
PD Salt,SM Curran,23,15,153.3333333,1,1,0,0,0,0,Good,Left Mid Fast
PD Salt,Yash Thakur,23,9,255.5555556,0,0,0,0,0,0,Excellent,Right Fast
PP Shaw,K Gowtham,23,9,255.5555556,1,0,1,0,0,0,Excellent,Right Off Spin
PP Shaw,RD Chahar,23,14,164.2857143,1,0,1,0,0,0,Good,Right Leg Spin
PP Shaw,MA Starc,23,11,209.0909091,0,0,0,0,0,0,Excellent,Left Fast
R Tewatia,KV Sharma,23,8,287.5,0,0,0,0,0,0,Excellent,Right Leg Spin
RA Jadeja,Mustafizur Rahman,23,10,230,0,0,0,0,0,0,Excellent,Left Fast
RA Tripathi,NT Ellis,23,15,153.3333333,0,0,0,0,0,0,Good,Right Fast
RD Gaikwad,TA Boult,23,22,104.5454545,2,0,2,0,0,0,Poor,Left Fast
RD Gaikwad,AD Russell,23,11,209.0909091,1,0,1,0,0,0,Excellent,Right Fast
RG Sharma,SM Curran,23,12,191.6666667,1,0,1,0,0,0,Very Good,Left Mid Fast
RG Sharma,AS Joseph,23,10,230,0,0,0,0,0,0,Excellent,Right Fast
RG Sharma,VG Arora,23,19,121.0526316,0,0,0,0,0,0,Poor,Right Fast
RK Singh,M Pathirana,23,24,95.83333333,0,0,0,0,0,0,Poor,Right Fast
RR Pant,PJ Cummins,23,20,115,1,0,1,0,0,0,Poor,Right Fast
RR Pant,DJ Bravo,23,20,115,0,0,0,0,0,0,Poor,Right Mid Fast
RR Pant,JO Holder,23,17,135.2941176,0,0,0,0,0,0,Average,Right Mid Fast
RR Pant,PWH de Silva,23,11,209.0909091,0,0,0,0,0,0,Excellent,Right Leg Spin
S Dhawan,D Pretorius,23,18,127.7777778,0,0,0,0,0,0,Average,Right Mid Fast
S Dube,MP Stoinis,23,11,209.0909091,1,0,1,0,0,0,Excellent,Right Fast
Shashank Singh,Harshit Rana,23,8,287.5,0,0,0,0,0,0,Excellent,Right Fast
SO Hetmyer,KA Jamieson,23,8,287.5,0,0,0,0,0,0,Excellent,Right Fast
SO Hetmyer,Mukesh Kumar,23,11,209.0909091,0,0,0,0,0,0,Excellent,Right Fast
SS Iyer,SM Curran,23,5,460,0,0,0,0,0,0,No Average,Left Mid Fast
SV Samson,Shahbaz Ahmed,23,11,209.0909091,1,0,1,0,0,0,Excellent,Left Off Spin
TH David,SM Curran,23,13,176.9230769,0,0,0,0,0,0,Very Good,Left Mid Fast
TM Head,Avesh Khan,23,13,176.9230769,1,1,0,0,0,0,Very Good,Right Fast
V Kohli,Harshit Rana,23,17,135.2941176,1,0,0,1,0,0,Average,Right Fast
V Kohli,Mustafizur Rahman,23,17,135.2941176,1,0,1,0,0,0,Average,Left Fast
V Kohli,KK Ahmed,23,16,143.75,0,0,0,0,0,0,Good,Left Fast
V Kohli,LS Livingstone,23,15,153.3333333,0,0,0,0,0,0,Good,Right Leg Spin
V Shankar,SN Thakur,23,13,176.9230769,0,0,0,0,0,0,Very Good,Right Fast
Vivrant Sharma,PP Chawla,23,13,176.9230769,0,0,0,0,0,0,Very Good,Right Leg Spin
VR Iyer,D Jansen,23,10,230,0,0,0,0,0,0,Excellent,Left Fast
WP Saha,TA Boult,23,18,127.7777778,2,0,1,1,0,0,Average,Left Fast
YBK Jaiswal,AR Patel,23,12,191.6666667,0,0,0,0,0,0,Very Good,Left Off Spin
A Badoni,AD Russell,22,15,146.6666667,0,0,0,0,0,0,Good,Right Fast
AB de Villiers,MP Stoinis,22,7,314.2857143,0,0,0,0,0,0,Excellent,Right Fast
Abhishek Sharma,TA Boult,22,22,100,2,1,1,0,0,0,Poor,Left Fast
Abhishek Sharma,RA Jadeja,22,17,129.4117647,1,0,1,0,0,0,Average,Left Off Spin
AD Russell,Avesh Khan,22,16,137.5,2,0,2,0,0,0,Average,Right Fast
AD Russell,Mohammed Shami,22,13,169.2307692,1,0,1,0,0,0,Good,Right Fast
AK Markram,VG Arora,22,12,183.3333333,1,0,1,0,0,0,Very Good,Right Fast
AK Markram,YS Chahal,22,17,129.4117647,1,0,0,0,1,0,Average,Right Leg Spin
AR Patel,KV Sharma,22,8,275,0,0,0,0,0,0,Excellent,Right Leg Spin
Arshad Khan,KK Ahmed,22,10,220,0,0,0,0,0,0,Excellent,Left Fast
B Sai Sudharsan,C Green,22,14,157.1428571,1,0,1,0,0,0,Good,Right Fast
B Sai Sudharsan,M Jansen,22,22,100,1,0,1,0,0,0,Poor,Left Fast
B Sai Sudharsan,AR Patel,22,9,244.4444444,0,0,0,0,0,0,Excellent,Left Off Spin
B Sai Sudharsan,Kuldeep Yadav,22,20,110,0,0,0,0,0,0,Poor,Left Leg Spin
C Green,Kartik Tyagi,22,8,275,0,0,0,0,0,0,Excellent,Right Fast
C Green,Nithish Kumar Reddy,22,9,244.4444444,0,0,0,0,0,0,Excellent,Right Mid Fast
D Brevis,Kuldeep Yadav,22,16,137.5,0,0,0,0,0,0,Average,Left Leg Spin
D Padikkal,LH Ferguson,22,13,169.2307692,2,1,1,0,0,0,Good,Right Fast
D Padikkal,Vijaykumar Vyshak,22,10,220,0,0,0,0,0,0,Excellent,Right Mid Fast
DA Miller,PJ Cummins,22,18,122.2222222,0,0,0,0,0,0,Poor,Right Fast
DA Warner,Mohammed Shami,22,25,88,1,0,1,0,0,0,Poor,Right Fast
DA Warner,AD Russell,22,12,183.3333333,0,0,0,0,0,0,Very Good,Right Fast
DJ Hooda,Kuldeep Yadav,22,17,129.4117647,1,0,1,0,0,0,Average,Left Leg Spin
DJ Hooda,Shahbaz Ahmed,22,21,104.7619048,1,0,1,0,0,0,Poor,Left Off Spin
DJ Hooda,C Sakariya,22,15,146.6666667,0,0,0,0,0,0,Good,Left Mid Fast
DP Conway,CV Varun,22,16,137.5,1,0,1,0,0,0,Average,Right Leg Spin
E Lewis,HV Patel,22,14,157.1428571,0,0,0,0,0,0,Good,Right Mid Fast
F du Plessis,CJ Jordan,22,16,137.5,0,0,0,0,0,0,Average,Right Fast
GD Phillips,K Yadav,22,5,440,1,0,1,0,0,0,No Average,Right Fast
GJ Maxwell,PP Chawla,22,9,244.4444444,0,0,0,0,0,0,Excellent,Right Leg Spin
H Klaasen,JJ Bumrah,22,11,200,0,0,0,0,0,0,Excellent,Right Fast
H Klaasen,MA Starc,22,10,220,0,0,0,0,0,0,Excellent,Left Fast
H Klaasen,Mukesh Kumar,22,9,244.4444444,0,0,0,0,0,0,Excellent,Right Fast
HH Pandya,SM Curran,22,9,244.4444444,1,0,1,0,0,0,Excellent,Left Mid Fast
JC Buttler,KA Pollard,22,13,169.2307692,0,0,0,0,0,0,Good,Right Mid Fast
JC Buttler,Mohammad Nabi,22,7,314.2857143,0,0,0,0,0,0,Excellent,Right Off Spin
KD Karthik,Fazalhaq Farooqi,22,4,550,0,0,0,0,0,0,No Average,Left Fast
KD Karthik,K Kartikeya,22,11,200,0,0,0,0,0,0,Excellent,Left Leg Spin
KD Karthik,R Ashwin,22,12,183.3333333,0,0,0,0,0,0,Very Good,Right Off Spin
KL Rahul,Lalit Yadav,22,11,200,0,0,0,0,0,0,Excellent,Right Off Spin
KL Rahul,Noor Ahmad,22,19,115.7894737,0,0,0,0,0,0,Poor,Left Leg Spin
KL Rahul,Rashid Khan,22,17,129.4117647,0,0,0,0,0,0,Average,Right Leg Spin
KR Mayers,Mukesh Kumar,22,9,244.4444444,0,0,0,0,0,0,Excellent,Right Fast
KS Bharat,K Rabada,22,14,157.1428571,0,0,0,0,0,0,Good,Right Fast
LS Livingstone,R Shepherd,22,7,314.2857143,0,0,0,0,0,0,Excellent,Right Mid Fast
M Shahrukh Khan,Mohammed Shami,22,7,314.2857143,0,0,0,0,0,0,Excellent,Right Fast
MA Agarwal,AR Patel,22,25,88,2,1,1,0,0,0,Poor,Left Off Spin
MA Agarwal,LI Meriwala,22,12,183.3333333,1,0,1,0,0,0,Very Good,Left Mid Fast
MK Pandey,MM Ali,22,17,129.4117647,0,0,0,0,0,0,Average,Right Off Spin
MK Pandey,Shakib Al Hasan,22,11,200,0,0,0,0,0,0,Excellent,Left Off Spin
MM Ali,HV Patel,22,21,104.7619048,2,0,2,0,0,0,Poor,Right Mid Fast
MM Ali,JDS Neesham,22,9,244.4444444,0,0,0,0,0,0,Excellent,Right Mid Fast
MR Marsh,K Rabada,22,15,146.6666667,1,0,1,0,0,0,Good,Right Fast
MR Marsh,KR Sen,22,12,183.3333333,0,0,0,0,0,0,Very Good,Right Fast
MS Dhoni,JD Unadkat,22,7,314.2857143,0,0,0,0,0,0,Excellent,Left Mid Fast
MS Dhoni,M Prasidh Krishna,22,13,169.2307692,0,0,0,0,0,0,Good,Right Fast
N Pooran,SP Narine,22,28,78.57142857,1,0,0,1,0,0,Poor,Right Off Spin
N Pooran,LS Livingstone,22,11,200,0,0,0,0,0,0,Excellent,Right Leg Spin
N Pooran,PJ Cummins,22,9,244.4444444,0,0,0,0,0,0,Excellent,Right Fast
N Pooran,VG Arora,22,13,169.2307692,0,0,0,0,0,0,Good,Right Fast
N Rana,Washington Sundar,22,11,200,0,0,0,0,0,0,Excellent,Right Off Spin
Naman Dhir,Naveen-ul-Haq,22,9,244.4444444,0,0,0,0,0,0,Excellent,Right Fast
Nithish Kumar Reddy,Avesh Khan,22,14,157.1428571,1,0,1,0,0,0,Good,Right Fast
P Simran Singh,V Viyaskanth,22,15,146.6666667,1,0,1,0,0,0,Good,Right Mid Fast
PBB Rajapaksa,Shivam Mavi,22,5,440,1,0,1,0,0,0,No Average,Right Fast
PBB Rajapaksa,SN Thakur,22,11,200,1,0,1,0,0,0,Excellent,Right Fast
PD Salt,Harpreet Brar,22,15,146.6666667,1,1,0,0,0,0,Good,Left Off Spin
Q de Kock,Mohammed Shami,22,18,122.2222222,2,2,0,0,0,0,Poor,Right Fast
R Parag,Shahbaz Ahmed,22,16,137.5,1,0,1,0,0,0,Average,Left Off Spin
R Powell,Umran Malik,22,12,183.3333333,0,0,0,0,0,0,Very Good,Right Fast
R Ravindra,Mohammed Siraj,22,12,183.3333333,0,0,0,0,0,0,Very Good,Right Fast
R Ravindra,UT Yadav,22,13,169.2307692,0,0,0,0,0,0,Good,Right Fast
RA Jadeja,T Natarajan,22,14,157.1428571,0,0,0,0,0,0,Good,Left Mid Fast
RA Tripathi,TA Boult,22,15,146.6666667,2,0,2,0,0,0,Good,Left Fast
Rahmanullah Gurbaz,B Kumar,22,20,110,1,0,1,0,0,0,Poor,Right Fast
Rahmanullah Gurbaz,Mohammed Shami,22,14,157.1428571,1,0,1,0,0,0,Good,Right Fast
RD Gaikwad,Arshad Khan,22,13,169.2307692,0,0,0,0,0,0,Good,Right Fast
RD Gaikwad,G Coetzee,22,10,220,0,0,0,0,0,0,Excellent,Right Fast
RD Gaikwad,M Prasidh Krishna,22,17,129.4117647,0,0,0,0,0,0,Average,Right Fast
RD Gaikwad,PWH de Silva,22,10,220,0,0,0,0,0,0,Excellent,Right Leg Spin
RG Sharma,K Rabada,22,14,157.1428571,1,0,1,0,0,0,Good,Right Fast
RG Sharma,JO Holder,22,10,220,0,0,0,0,0,0,Excellent,Right Mid Fast
RG Sharma,RA Jadeja,22,13,169.2307692,0,0,0,0,0,0,Good,Left Off Spin
RK Singh,Mohammed Siraj,22,9,244.4444444,0,0,0,0,0,0,Excellent,Right Fast
RR Pant,Mustafizur Rahman,22,14,157.1428571,1,1,0,0,0,0,Good,Left Fast
RR Pant,RA Jadeja,22,19,115.7894737,1,0,1,0,0,0,Poor,Left Off Spin
RR Pant,S Gopal,22,9,244.4444444,1,1,0,0,0,0,Excellent,Right Leg Spin
RR Pant,SN Thakur,22,12,183.3333333,0,0,0,0,0,0,Very Good,Right Fast
RV Uthappa,Mohammed Siraj,22,11,200,0,0,0,0,0,0,Excellent,Right Fast
S Dhawan,KK Ahmed,22,24,91.66666667,0,0,0,0,0,0,Poor,Left Fast
S Dube,Arshdeep Singh,22,17,129.4117647,2,0,2,0,0,0,Average,Left Fast
SA Yadav,Harpreet Brar,22,18,122.2222222,0,0,0,0,0,0,Poor,Left Off Spin
SA Yadav,LS Livingstone,22,10,220,0,0,0,0,0,0,Excellent,Right Leg Spin
Shashank Singh,LH Ferguson,22,5,440,0,0,0,0,0,0,No Average,Right Fast
Shashank Singh,MM Sharma,22,11,200,0,0,0,0,0,0,Excellent,Right Mid Fast
Shashank Singh,S Gopal,22,7,314.2857143,0,0,0,0,0,0,Excellent,Right Leg Spin
Shubman Gill,M Markande,22,15,146.6666667,1,0,1,0,0,0,Good,Right Leg Spin
Shubman Gill,Shahbaz Ahmed,22,16,137.5,1,0,0,0,1,0,Average,Left Off Spin
SM Curran,TK Curran,22,8,275,0,0,0,0,0,0,Excellent,Right Mid Fast
SO Hetmyer,Rashid Khan,22,24,91.66666667,1,0,0,0,1,0,Poor,Right Leg Spin
SS Iyer,T Shamsi,22,14,157.1428571,0,0,0,0,0,0,Good,Left Leg Spin
SV Samson,Abhishek Sharma,22,14,157.1428571,1,0,1,0,0,0,Good,Left Off Spin
SV Samson,M Ashwin,22,17,129.4117647,0,0,0,0,0,0,Average,Right Leg Spin
TH David,A Nortje,22,14,157.1428571,0,0,0,0,0,0,Good,Right Fast
TM Head,A Nortje,22,6,366.6666667,0,0,0,0,0,0,No Average,Right Fast
TM Head,Mukesh Kumar,22,6,366.6666667,0,0,0,0,0,0,No Average,Right Fast
VR Iyer,JR Hazlewood,22,13,169.2307692,0,0,0,0,0,0,Good,Right Fast
WG Jacks,MA Starc,22,6,366.6666667,0,0,0,0,0,0,No Average,Left Fast
WP Saha,UT Yadav,22,23,95.65217391,1,0,1,0,0,0,Poor,Right Fast
YBK Jaiswal,G Coetzee,22,15,146.6666667,0,0,0,0,0,0,Good,Right Fast
YBK Jaiswal,Mukesh Choudhary,22,12,183.3333333,0,0,0,0,0,0,Very Good,Left Fast
YBK Jaiswal,PVD Chameera,22,10,220,0,0,0,0,0,0,Excellent,Right Fast
A Badoni,DL Chahar,21,7,300,0,0,0,0,0,0,Excellent,Right Mid Fast
Abdul Samad,HV Patel,21,10,210,0,0,0,0,0,0,Excellent,Right Mid Fast
Abishek Porel,Shahbaz Ahmed,21,7,300,0,0,0,0,0,0,Excellent,Left Off Spin
AD Russell,RD Chahar,21,26,80.76923077,0,0,0,0,0,0,Poor,Right Leg Spin
AD Russell,YS Chahal,21,10,210,0,0,0,0,0,0,Excellent,Right Leg Spin
AK Markram,Rashid Khan,21,22,95.45454545,0,0,0,0,0,0,Poor,Right Leg Spin
AM Rahane,CV Varun,21,11,190.9090909,1,0,1,0,0,0,Very Good,Right Leg Spin
Anuj Rawat,JD Unadkat,21,12,175,0,0,0,0,0,0,Very Good,Left Mid Fast
AR Patel,B Kumar,21,15,140,1,1,0,0,0,0,Good,Right Fast
AR Patel,DR Sams,21,6,350,0,0,0,0,0,0,No Average,Left Mid Fast
Ashutosh Sharma,Akash Madhwal,21,8,262.5,0,0,0,0,0,0,Excellent,Right Fast
B Sai Sudharsan,Mukesh Kumar,21,16,131.25,0,0,0,0,0,0,Average,Right Fast
C Green,HV Patel,21,11,190.9090909,1,0,1,0,0,0,Very Good,Right Mid Fast
C Green,SP Narine,21,9,233.3333333,1,0,1,0,0,0,Excellent,Right Off Spin
C Green,SM Curran,21,12,175,0,0,0,0,0,0,Very Good,Left Mid Fast
D Padikkal,SN Thakur,21,25,84,2,0,2,0,0,0,Poor,Right Fast
D Padikkal,RD Chahar,21,22,95.45454545,0,0,0,0,0,0,Poor,Right Leg Spin
DA Miller,JJ Bumrah,21,18,116.6666667,1,0,1,0,0,0,Poor,Right Fast
DA Miller,RP Meredith,21,9,233.3333333,0,0,0,0,0,0,Excellent,Right Fast
Dhruv Jurel,TU Deshpande,21,10,210,1,0,1,0,0,0,Excellent,Right Fast
Dhruv Jurel,Mohammed Siraj,21,10,210,0,0,0,0,0,0,Excellent,Right Fast
DP Conway,AR Patel,21,15,140,1,0,0,0,1,0,Good,Left Off Spin
DP Conway,D Wiese,21,10,210,0,0,0,0,0,0,Excellent,Right Mid Fast
DP Conway,GJ Maxwell,21,17,123.5294118,0,0,0,0,0,0,Poor,Right Off Spin
DP Conway,K Rabada,21,13,161.5384615,0,0,0,0,0,0,Good,Right Fast
E Lewis,GHS Garton,21,12,175,1,0,1,0,0,0,Very Good,Right Fast
F du Plessis,TG Southee,21,9,233.3333333,1,0,1,0,0,0,Excellent,Right Mid Fast
F du Plessis,DL Chahar,21,12,175,0,0,0,0,0,0,Very Good,Right Mid Fast
F du Plessis,S Gopal,21,11,190.9090909,0,0,0,0,0,0,Very Good,Right Leg Spin
GJ Maxwell,LH Ferguson,21,13,161.5384615,1,0,1,0,0,0,Good,Right Fast
GJ Maxwell,CJ Jordan,21,7,300,0,0,0,0,0,0,Excellent,Right Fast
H Klaasen,AR Patel,21,16,131.25,1,1,0,0,0,0,Average,Left Off Spin
H Klaasen,Rashid Khan,21,18,116.6666667,1,1,0,0,0,0,Poor,Right Leg Spin
H Klaasen,Sandeep Sharma,21,15,140,1,1,0,0,0,0,Good,Right Mid Fast
HH Pandya,CV Varun,21,25,84,1,0,1,0,0,0,Poor,Right Leg Spin
HH Pandya,SP Narine,21,15,140,0,0,0,0,0,0,Good,Right Off Spin
Ishan Kishan,Ravi Bishnoi,21,28,75,4,0,4,0,0,0,Poor,Right Leg Spin
Ishan Kishan,PWH de Silva,21,10,210,1,0,1,0,0,0,Excellent,Right Leg Spin
J Fraser-McGurk,S Sandeep Warrier,21,12,175,1,0,1,0,0,0,Very Good,Right Fast
J Fraser-McGurk,TA Boult,21,12,175,0,0,0,0,0,0,Very Good,Left Fast
JC Buttler,Rashid Khan,21,36,58.33333333,1,0,1,0,0,0,Poor,Right Leg Spin
JC Buttler,J Yadav,21,11,190.9090909,0,0,0,0,0,0,Very Good,Right Off Spin
JC Buttler,RP Meredith,21,17,123.5294118,0,0,0,0,0,0,Poor,Right Fast
JC Buttler,Washington Sundar,21,7,300,0,0,0,0,0,0,Excellent,Right Off Spin
JD Unadkat,DJ Bravo,21,12,175,0,0,0,0,0,0,Very Good,Right Mid Fast
JM Bairstow,KK Ahmed,21,11,190.9090909,1,0,1,0,0,0,Very Good,Left Fast
JM Bairstow,R Ashwin,21,20,105,0,0,0,0,0,0,Poor,Right Off Spin
KD Karthik,PJ Cummins,21,12,175,1,0,1,0,0,0,Very Good,Right Fast
KD Karthik,Mukesh Choudhary,21,8,262.5,0,0,0,0,0,0,Excellent,Left Fast
KH Pandya,JD Unadkat,21,9,233.3333333,0,0,0,0,0,0,Excellent,Left Mid Fast
KH Pandya,M Prasidh Krishna,21,15,140,0,0,0,0,0,0,Good,Right Fast
KL Rahul,HH Pandya,21,13,161.5384615,1,0,1,0,0,0,Good,Right Fast
KL Rahul,FA Allen,21,9,233.3333333,0,0,0,0,0,0,Excellent,Left Off Spin
KL Rahul,RD Chahar,21,24,87.5,0,0,0,0,0,0,Poor,Right Leg Spin
KL Rahul,RP Meredith,21,12,175,0,0,0,0,0,0,Very Good,Right Fast
Lalit Yadav,TA Boult,21,14,150,1,1,0,0,0,0,Good,Left Fast
MK Lomror,YS Chahal,21,13,161.5384615,2,0,1,0,0,1,Good,Right Leg Spin
MK Pandey,Washington Sundar,21,23,91.30434783,0,0,0,0,0,0,Poor,Right Off Spin
MM Ali,LH Ferguson,21,14,150,1,0,1,0,0,0,Good,Right Fast
MM Ali,Noor Ahmad,21,8,262.5,0,0,0,0,0,0,Excellent,Left Leg Spin
MM Ali,Umran Malik,21,11,190.9090909,0,0,0,0,0,0,Very Good,Right Fast
MS Wade,TA Boult,21,14,150,1,0,1,0,0,0,Good,Left Fast
N Pooran,M Pathirana,21,18,116.6666667,2,0,2,0,0,0,Poor,Right Fast
N Pooran,KV Sharma,21,9,233.3333333,1,0,1,0,0,0,Excellent,Right Leg Spin
N Pooran,D Pretorius,21,13,161.5384615,0,0,0,0,0,0,Good,Right Mid Fast
N Rana,AR Patel,21,13,161.5384615,1,0,0,0,0,1,Good,Left Off Spin
N Rana,NT Ellis,21,20,105,0,0,0,0,0,0,Poor,Right Fast
N Wadhera,Ravi Bishnoi,21,19,110.5263158,1,0,1,0,0,0,Poor,Right Leg Spin
N Wadhera,MP Yadav,21,14,150,0,0,0,0,0,0,Good,Right Fast
Nithish Kumar Reddy,R Ashwin,21,9,233.3333333,0,0,0,0,0,0,Excellent,Right Off Spin
PD Salt,AJ Hosein,21,10,210,0,0,0,0,0,0,Excellent,Left Off Spin
PD Salt,NT Ellis,21,10,210,0,0,0,0,0,0,Excellent,Right Fast
PP Shaw,VG Arora,21,12,175,2,0,2,0,0,0,Very Good,Right Fast
PP Shaw,YS Chahal,21,10,210,1,0,1,0,0,0,Excellent,Right Leg Spin
R Parag,Mohammed Shami,21,18,116.6666667,3,1,2,0,0,0,Poor,Right Fast
R Ravindra,Azmatullah Omarzai,21,9,233.3333333,0,0,0,0,0,0,Excellent,Right  Mid Fast
RA Jadeja,M Prasidh Krishna,21,5,420,0,0,0,0,0,0,No Average,Right Fast
RA Tripathi,MA Starc,21,13,161.5384615,1,0,1,0,0,0,Good,Left Fast
RA Tripathi,M Ashwin,21,8,262.5,0,0,0,0,0,0,Excellent,Right Leg Spin
RA Tripathi,Mohit Rathee,21,8,262.5,0,0,0,0,0,0,Excellent,Right Leg Spin
RA Tripathi,VG Arora,21,22,95.45454545,0,0,0,0,0,0,Poor,Right Fast
RG Sharma,Washington Sundar,21,12,175,1,0,1,0,0,0,Very Good,Right Off Spin
RG Sharma,JD Unadkat,21,11,190.9090909,0,0,0,0,0,0,Very Good,Left Mid Fast
RK Singh,Avesh Khan,21,9,233.3333333,0,0,0,0,0,0,Excellent,Right Fast
RK Singh,B Kumar,21,17,123.5294118,0,0,0,0,0,0,Poor,Right Fast
RK Singh,M Markande,21,16,131.25,0,0,0,0,0,0,Average,Right Leg Spin
RM Patidar,AR Patel,21,13,161.5384615,1,0,1,0,0,0,Good,Left Off Spin
RR Pant,JJ Bumrah,21,15,140,2,0,2,0,0,0,Good,Right Fast
RR Pant,KK Ahmed,21,13,161.5384615,0,0,0,0,0,0,Good,Left Fast
RR Pant,Noor Ahmad,21,16,131.25,0,0,0,0,0,0,Average,Left Leg Spin
S Dhawan,Akash Singh,21,10,210,0,0,0,0,0,0,Excellent,Left Mid Fast
S Dhawan,Mohammed Siraj,21,15,140,0,0,0,0,0,0,Good,Right Fast
S Dube,GJ Maxwell,21,20,105,0,0,0,0,0,0,Poor,Right Off Spin
S Dube,HV Patel,21,14,150,0,0,0,0,0,0,Good,Right Mid Fast
S Dube,Lalit Yadav,21,8,262.5,0,0,0,0,0,0,Excellent,Right Off Spin
S Dube,PVD Chameera,21,9,233.3333333,0,0,0,0,0,0,Excellent,Right Fast
SA Yadav,KR Sen,21,8,262.5,0,0,0,0,0,0,Excellent,Right Fast
SA Yadav,LH Ferguson,21,9,233.3333333,0,0,0,0,0,0,Excellent,Right Fast
Shubman Gill,KK Ahmed,21,13,161.5384615,1,0,1,0,0,0,Good,Left Fast
Shubman Gill,SM Curran,21,16,131.25,1,1,0,0,0,0,Average,Left Mid Fast
Shubman Gill,Umran Malik,21,11,190.9090909,1,1,0,0,0,0,Very Good,Right Fast
Shubman Gill,Washington Sundar,21,13,161.5384615,0,0,0,0,0,0,Good,Right Off Spin
SO Hetmyer,AD Russell,21,8,262.5,0,0,0,0,0,0,Excellent,Right Fast
SO Hetmyer,NT Ellis,21,13,161.5384615,0,0,0,0,0,0,Good,Right Fast
SO Hetmyer,TU Deshpande,21,12,175,0,0,0,0,0,0,Very Good,Right Fast
SP Narine,Arshdeep Singh,21,14,150,1,0,1,0,0,0,Good,Left Fast
SP Narine,KR Sen,21,10,210,0,0,0,0,0,0,Excellent,Right Fast
SS Iyer,LH Ferguson,21,17,123.5294118,0,0,0,0,0,0,Poor,Right Fast
SS Iyer,Ravi Bishnoi,21,17,123.5294118,0,0,0,0,0,0,Poor,Right Leg Spin
SV Samson,JO Holder,21,21,100,2,0,1,0,1,0,Poor,Right Mid Fast
SV Samson,RA Jadeja,21,28,75,1,1,0,0,0,0,Poor,Left Off Spin
SV Samson,AU Rashid,21,12,175,0,0,0,0,0,0,Very Good,Right Leg Spin
SV Samson,SH Johnson,21,8,262.5,0,0,0,0,0,0,Excellent,Left Fast
T Stubbs,R Sai Kishore,21,5,420,0,0,0,0,0,0,No Average,Left Off Spin
T Stubbs,YS Chahal,21,12,175,0,0,0,0,0,0,Very Good,Right Leg Spin
TH David,CV Varun,21,15,140,1,0,1,0,0,0,Good,Right Leg Spin
TH David,Naveen-ul-Haq,21,15,140,0,0,0,0,0,0,Good,Right Fast
TH David,NT Ellis,21,10,210,0,0,0,0,0,0,Excellent,Right Fast
Tilak Varma,JO Holder,21,19,110.5263158,2,1,1,0,0,0,Poor,Right Mid Fast
TM Head,DL Chahar,21,15,140,0,0,0,0,0,0,Good,Right Mid Fast
TM Head,Ravi Bishnoi,21,8,262.5,0,0,0,0,0,0,Excellent,Right Leg Spin
TM Head,RJW Topley,21,8,262.5,0,0,0,0,0,0,Excellent,Left Mid Fast
TM Head,Yash Dayal,21,12,175,0,0,0,0,0,0,Very Good,Left Fast
V Kohli,S Gopal,21,11,190.9090909,0,0,0,0,0,0,Very Good,Right Leg Spin
VR Iyer,C Green,21,11,190.9090909,1,0,1,0,0,0,Very Good,Right Fast
VR Iyer,K Rabada,21,16,131.25,1,0,1,0,0,0,Average,Right Fast
VR Iyer,PWH de Silva,21,11,190.9090909,1,0,1,0,0,0,Very Good,Right Leg Spin
VR Iyer,DR Sams,21,15,140,0,0,0,0,0,0,Good,Left Mid Fast
VR Iyer,G Coetzee,21,9,233.3333333,0,0,0,0,0,0,Excellent,Right Fast
VR Iyer,HH Pandya,21,13,161.5384615,0,0,0,0,0,0,Good,Right Fast
YBK Jaiswal,JC Archer,21,11,190.9090909,0,0,0,0,0,0,Very Good,Right Fast
YBK Jaiswal,RA Jadeja,21,13,161.5384615,0,0,0,0,0,0,Good,Left Off Spin
Abhishek Sharma,Harpreet Brar,20,11,181.8181818,1,0,1,0,0,0,Very Good,Left Off Spin
Abhishek Sharma,KT Maphaka,20,6,333.3333333,0,0,0,0,0,0,No Average,Left Fast
AD Russell,Mukesh Kumar,20,12,166.6666667,0,0,0,0,0,0,Good,Right Fast
